0,1,"['From fairest creatures we desire increase, When forty winters shall besiege thy brow']",347.82
0,2,"['From fairest creatures we desire increase, Look in thy glass and tell the face thou viewest']",255.86
0,3,"['From fairest creatures we desire increase, Unthrifty loveliness, why dost thou spend']",124.48
0,4,"['From fairest creatures we desire increase, Those hours that with gentle work did frame']",667.17
0,5,"['From fairest creatures we desire increase, Then let not winter’s ragged hand deface']",161.36
0,6,"['From fairest creatures we desire increase, Lo, in the orient when the gracious light']",360.7
0,7,"['From fairest creatures we desire increase, Music to hear, why hear’st thou music sadly?']",194.08
0,8,"['From fairest creatures we desire increase, Is it for fear to wet a widow’s eye']",146.91
0,9,"['From fairest creatures we desire increase, For shame deny that thou bear’st love to any,']",136.56
0,10,"['From fairest creatures we desire increase, As fast as thou shalt wane, so fast thou grow’st']",91.66
0,11,"['From fairest creatures we desire increase, When I do count the clock that tells the time']",194.55
0,12,"['From fairest creatures we desire increase, O, that you were your self! But, love, you are']",157.39
0,13,"['From fairest creatures we desire increase, Not from the stars do I my judgment pluck,']",242.81
0,14,"['From fairest creatures we desire increase, When I consider everything that grows']",414.09
0,15,"['From fairest creatures we desire increase, But wherefore do not you a mightier way']",196.36
0,16,"['From fairest creatures we desire increase, Who will believe my verse in time to come']",344.5
0,17,"['From fairest creatures we desire increase, Shall I compare thee to a summer’s day?']",115.65
0,18,"['From fairest creatures we desire increase, Devouring Time, blunt thou the lion’s paws']",341.63
0,19,"['From fairest creatures we desire increase, A woman’s face with Nature’s own hand painted']",121.46
0,20,"['From fairest creatures we desire increase, So is it not with me as with that muse']",216.79
0,21,"['From fairest creatures we desire increase, My glass shall not persuade me I am old']",361.89
0,22,"['From fairest creatures we desire increase, As an unperfect actor on the stage']",294.53
0,23,"['From fairest creatures we desire increase, Mine eye hath played the painter and hath stelled']",492.17
0,24,"['From fairest creatures we desire increase, Let those who are in favor with their stars']",258.99
0,25,"['From fairest creatures we desire increase, Lord of my love, to whom in vassalage']",174.33
0,26,"['From fairest creatures we desire increase, Weary with toil, I haste me to my bed,']",140.95
0,27,"['From fairest creatures we desire increase, How can I then return in happy plight']",403.52
0,28,"['From fairest creatures we desire increase, When in disgrace with fortune and men’s eyes,']",152.2
0,29,"['From fairest creatures we desire increase, When to the sessions of sweet silent thought']",511.51
0,30,"['From fairest creatures we desire increase, Thy bosom is endearèd with all hearts']",171.29
0,31,"['From fairest creatures we desire increase, If thou survive my well-contented day']",277.94
0,32,"['From fairest creatures we desire increase, Full many a glorious morning have I seen']",346.89
0,33,"['From fairest creatures we desire increase, Why didst thou promise such a beauteous day']",95.55
0,34,"['From fairest creatures we desire increase, No more be grieved at that which thou hast done.']",89.58
0,35,"['From fairest creatures we desire increase, Let me confess that we two must be twain']",215.85
0,36,"['From fairest creatures we desire increase, As a decrepit father takes delight']",337.27
0,37,"['From fairest creatures we desire increase, How can my muse want subject to invent']",1259.29
0,38,"['From fairest creatures we desire increase, O, how thy worth with manners may I sing']",362.1
0,39,"['From fairest creatures we desire increase, Take all my loves, my love, yea, take them all.']",100.15
0,40,"['From fairest creatures we desire increase, Those pretty wrongs that liberty commits']",763.37
0,41,"['From fairest creatures we desire increase, That thou hast her, it is not all my grief,']",147.46
0,42,"['From fairest creatures we desire increase, When most I wink, then do mine eyes best see,']",224.23
0,43,"['From fairest creatures we desire increase, If the dull substance of my flesh were thought,']",257.41
0,44,"['From fairest creatures we desire increase, The other two, slight air and purging fire,']",280.3
0,45,"['From fairest creatures we desire increase, Mine eye and heart are at a mortal war']",272.34
0,46,"['From fairest creatures we desire increase, Betwixt mine eye and heart a league is took,']",235.04
0,47,"['From fairest creatures we desire increase, How careful was I, when I took my way,']",149.89
0,48,"['From fairest creatures we desire increase, Against that time, if ever that time come,']",173.86
0,49,"['From fairest creatures we desire increase, How heavy do I journey on the way,']",233.94
0,50,"['From fairest creatures we desire increase, Thus can my love excuse the slow offense']",564.66
0,51,"['From fairest creatures we desire increase, So am I as the rich whose blessèd key']",430.93
0,52,"['From fairest creatures we desire increase, What is your substance, whereof are you made,']",120.97
0,53,"['From fairest creatures we desire increase, O, how much more doth beauty beauteous seem']",110.52
0,54,"['From fairest creatures we desire increase, Not marble nor the gilded monuments']",365.07
0,55,"['From fairest creatures we desire increase, Sweet love, renew thy force. Be it not said']",511.88
0,56,"['From fairest creatures we desire increase, Being your slave, what should I do but tend']",275.73
0,57,"['From fairest creatures we desire increase, That god forbid, that made me first your slave,']",272.75
0,58,"['From fairest creatures we desire increase, If there be nothing new, but that which is']",90.33
0,59,"['From fairest creatures we desire increase, Like as the waves make towards the pebbled shore,']",163.64
0,60,"['From fairest creatures we desire increase, Is it thy will thy image should keep open']",491.94
0,61,"['From fairest creatures we desire increase, Sin of self-love possesseth all mine eye']",390.65
0,62,"['From fairest creatures we desire increase, Against my love shall be, as I am now,']",127.38
0,63,"['From fairest creatures we desire increase, When I have seen by Time’s fell hand defaced']",345.22
0,64,"['From fairest creatures we desire increase, Since brass, nor stone, nor earth, nor boundless sea']",130.16
0,65,"['From fairest creatures we desire increase, Tired with all these, for restful death I cry:']",282.73
0,66,"['From fairest creatures we desire increase, Ah, wherefore with infection should he live,']",264.88
0,67,"['From fairest creatures we desire increase, Thus is his cheek the map of days outworn,']",430.82
0,68,"['From fairest creatures we desire increase, Those parts of thee that the world’s eye doth view']",85.14
0,69,"['From fairest creatures we desire increase, That thou art blamed shall not be thy defect,']",273.81
0,70,"['From fairest creatures we desire increase, No longer mourn for me when I am dead']",157.2
0,71,"['From fairest creatures we desire increase, O, lest the world should task you to recite']",431.2
0,72,"['From fairest creatures we desire increase, That time of year thou mayst in me behold']",223.58
0,73,"['From fairest creatures we desire increase, But be contented when that fell arrest']",454.67
0,74,"['From fairest creatures we desire increase, So are you to my thoughts as food to life,']",229.27
0,75,"['From fairest creatures we desire increase, Why is my verse so barren of new pride,']",357.18
0,76,"['From fairest creatures we desire increase, Thy glass will show thee how thy beauties wear,']",189.87
0,77,"['From fairest creatures we desire increase, So oft have I invoked thee for my muse']",325.59
0,78,"['From fairest creatures we desire increase, Whilst I alone did call upon thy aid,']",196.37
0,79,"['From fairest creatures we desire increase, O, how I faint when I of you do write,']",239.95
0,80,"['From fairest creatures we desire increase, Or I shall live your epitaph to make']",232.87
0,81,"['From fairest creatures we desire increase, I grant thou wert not married to my muse,']",137.48
0,82,"['From fairest creatures we desire increase, I never saw that you did painting need']",462.25
0,83,"['From fairest creatures we desire increase, Who is it that says most, which can say more']",203.36
0,84,"['From fairest creatures we desire increase, My tongue-tied muse in manners holds her still']",389.95
0,85,"['From fairest creatures we desire increase, Was it the proud full sail of his great verse,']",413.92
0,86,"['From fairest creatures we desire increase, Farewell, thou art too dear for my possessing,']",216.33
0,87,"['From fairest creatures we desire increase, When thou shalt be disposed to set me light']",246.79
0,88,"['From fairest creatures we desire increase, Say that thou didst forsake me for some fault,']",121.71
0,89,"['From fairest creatures we desire increase, Then hate me when thou wilt, if ever, now,']",166.0
0,90,"['From fairest creatures we desire increase, Some glory in their birth, some in their skill,']",112.51
0,91,"['From fairest creatures we desire increase, But do thy worst to steal thyself away,']",169.08
0,92,"['From fairest creatures we desire increase, So shall I live, supposing thou art true,']",120.68
0,93,"['From fairest creatures we desire increase, They that have power to hurt and will do none,']",165.37
0,94,"['From fairest creatures we desire increase, How sweet and lovely dost thou make the shame']",182.2
0,95,"['From fairest creatures we desire increase, Some say thy fault is youth, some wantonness;']",192.78
0,96,"['From fairest creatures we desire increase, How like a winter hath my absence been']",475.09
0,97,"['From fairest creatures we desire increase, From you have I been absent in the spring,']",223.55
0,98,"['From fairest creatures we desire increase, The forward violet thus did I chide:']",558.17
0,99,"['From fairest creatures we desire increase, Where art thou, muse, that thou forget’st so long']",124.77
0,100,"['From fairest creatures we desire increase, O truant muse, what shall be thy amends']",312.25
0,101,"['From fairest creatures we desire increase, My love is strengthened, though more weak in seeming;']",233.54
0,102,"['From fairest creatures we desire increase, Alack, what poverty my muse brings forth,']",333.48
0,103,"['From fairest creatures we desire increase, To me, fair friend, you never can be old,']",145.58
0,104,"['From fairest creatures we desire increase, Let not my love be called idolatry,']",127.82
0,105,"['From fairest creatures we desire increase, When in the chronicle of wasted time']",246.75
0,106,"['From fairest creatures we desire increase, Not mine own fears nor the prophetic soul']",331.96
0,107,"['From fairest creatures we desire increase, What’s in the brain that ink may character']",275.38
0,108,"['From fairest creatures we desire increase, O, never say that I was false of heart,']",166.48
0,109,"['From fairest creatures we desire increase, Alas, ’tis true, I have gone here and there']",84.68
0,110,"['From fairest creatures we desire increase, O, for my sake do you with Fortune chide,']",177.43
0,111,"['From fairest creatures we desire increase, Your love and pity doth th’ impression fill']",186.06
0,112,"['From fairest creatures we desire increase, Since I left you, mine eye is in my mind,']",155.53
0,113,"['From fairest creatures we desire increase, Or whether doth my mind, being crowned with you,']",199.64
0,114,"['From fairest creatures we desire increase, Those lines that I before have writ do lie,']",292.81
0,115,"['From fairest creatures we desire increase, Let me not to the marriage of true minds']",275.93
0,116,"['From fairest creatures we desire increase, Accuse me thus: that I have scanted all']",259.5
0,117,"['From fairest creatures we desire increase, Like as to make our appetites more keen']",191.71
0,118,"['From fairest creatures we desire increase, What potions have I drunk of siren tears']",734.03
0,119,"['From fairest creatures we desire increase, That you were once unkind befriends me now,']",216.02
0,120,"['From fairest creatures we desire increase, ’Tis better to be vile than vile esteemed,']",113.47
